sample_type,alias_name,test_type,loinc_code,component,loinc_name
혈액,LFT,ALLERGY,90881-4,(alternaria tenuis+artemisia vulgaris+betula verrucosa+cladosporium herbarum+phleum pratense) ab.ige,inhalant allergen mix 6 (alternaria tenuis+mugwort+silver birch+cladosporium herbarum+timothy grass) ige ab [presence] in serum by multidisk
혈액,LFT,ALLERGY,91121-4,maltose binding protein ab.ige.rast class,deprecated maltose binding protein ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,91122-2,maltose binding protein ab.ige,maltose binding protein ige ab [units/volume] in serum
혈액,LFT,MICRO,93391-1,stenotrophomonas maltophilia dna,stenotrophomonas maltophilia dna [presence] by naa with probe detection in positive blood culture
혈액,LFT,MOLPATH,95770-4,galt gene targeted mutation analysis,galt gene targeted mutation analysis in blood or tissue by molecular genetics method
혈액,LFT,MICRO,96312-4,stenotrophomonas maltophilia dna,stenotrophomonas maltophilia dna [presence] by naa with non-probe detection in positive blood culture
혈액,LFT,CHEM,97150-7,prostate health index,prostate health index in serum or plasma by calculation
혈액,LFT,ALLERGY,97652-2,(alternaria alternata+cladosporium herbarum+mucor racemosus+penicillium notatum) ab.igg,mold allergen mix 6 (alternaria alternata+cladosporium herbarum+mucor racemosus+penicillium notatum) igg ab [mass/volume] in serum by multidisk
혈액,LFT,ALLERGY,100394-6,astacoidea ab.igg,astacoidea igg ab [units/volume] in serum
혈액,LFT,CHEM,100427-4,stigmasterol,stigmasterol [mass/volume] in serum or plasma
혈액,LFT,CHEM,100842-4,nonalcoholic steatohepatitis score,nonalcoholic steatohepatitis score in serum or plasma calculated by fast
혈액,LFT,ALLERGY,101408-3,sesamum indicum 1 ab.ige.rast class,deprecated sesamum indicum 1 ige ab rast class [presence] in serum
혈액,LFT,CHAL,101476-0,glucose^post cfst,fasting glucose [moles/volume] in venous blood
혈액,LFT,PANEL.MICRO,101587-4,histoplasma capsulatum+blastomyces dermatitidis ag panel,histoplasma capsulatum+blastomyces dermatitidis ag panel - serum or plasma
혈액,LFT,MICRO,101588-2,histoplasma capsulatum+blastomyces dermatitidis ag,histoplasma capsulatum+blastomyces dermatitidis ag [presence] in serum or plasma by immunoassay
혈액,LFT,MICRO,101589-0,histoplasma capsulatum+blastomyces dermatitidis ag,histoplasma capsulatum+blastomyces dermatitidis ag [mass/volume] in serum or plasma by immunoassay
혈액,LFT,MOLPATH,101663-3,t-cell acute lymphoblastic leukemia,t-cell acute lymphoblastic leukemia in blood or tissue by fish
혈액,LFT,COAG,101997-5,clot initiation.kaolin induced,clot initiation.kaolin induced [time] in blood by thromboelastography
혈액,LFT,COAG,101998-3,clot formation.kaolin induced,clot formation.kaolin induced [time] in blood by thromboelastography
혈액,LFT,COAG,102000-7,maximum clot strength amplitude.kaolin induced,maximum amplitude kaolin induced [length] in blood by thromboelastography
혈액,LFT,COAG,102001-5,clot initiation.kaolin induced^after addition of heparinase,clot initiation.kaolin induced [time] in blood by thromboelastography^after addition of heparinase
혈액,LFT,COAG,102002-3,clot formation.kaolin induced^after addition of heparinase,clot formation.kaolin induced [time] in blood by thromboelastography^after addition of heparinase
혈액,LFT,COAG,102003-1,reduction in clot strength.kaolin induced^30m after maximum clot amplitude after addition of heparinase,reduction in kaolin induced clot strength [length fraction] in blood by thromboelastography ^30 min p max clot amplitude + heparinase
혈액,LFT,COAG,102004-9,clot angle.kaolin induced^after addition of heparinase,clot angle.kaolin induced in blood by thromboelastography^after addition of heparinase
혈액,LFT,ALLERGY,102005-6,chromium ab.ige,chromium ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,CHAL,102029-6,somatotropin^fasting post dose insulin iv,somatotropin [mass/volume] in serum or plasma --fasting post dose insulin iv
혈액,LFT,PANEL.CELLMARK,102084-1,b-cell lymphoblastic leukemia monitoring minimal residual disease detection,b-cell lymphoblastic leukemia monitoring minimal residual disease detection in blood or marrow by flow cytometry (fc)
혈액,LFT,PANEL.CHAL,102087-4,gastrin secretin stimulation xxx challenge panel,secretin stimulation/gastrin xxx challenge panel
혈액,LFT,MOLPATH,102100-5,b-cell acute lymphoblastic leukemia,b-cell acute lymphoblastic leukemia in blood or tissue by fish
혈액,LFT,CHEM,102111-2,gastrin-34,gastrin 34 [moles/volume] in serum or plasma by lc/ms/ms
혈액,LFT,ALLERGY,102124-5,sesamum indicum 1 ab.ige,sesamum indicum 1 ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102125-2,haliotis spp ab.ige,abalone ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102126-0,acacia longifolia ab.ige,wattle ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102127-8,corticotropin ab.ige,corticotropin ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102128-6,alnus rhombifolia ab.ige,white alder ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102129-4,alnus rugosa ab.ige,smooth alder ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102130-2,medicago sativa ab.ige,alfalfa ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102131-0,alkalase ab.ige,alkalase ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102132-8,pimenta dioica ab.ige,allspice ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102133-6,prunus dulcis ab.ige,almond ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102134-4,prunus dulcis tree ab.ige,almond tree ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102135-1,lactalbumin alpha ab.ige,lactalbumin alpha ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102137-7,amoxicillin ab.ige,amoxicillin ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102138-5,ampicillin ab.ige,ampicillin ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102139-3,engraulis encrasicolus ab.ige,anchovy ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102140-1,anisakis ab.ige,anisakis ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102141-9,pimpinella anisum ab.ige,anise ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102142-7,solenopsis invicta ab.ige,red imported fire ant ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102143-5,malus sylvestris ab.ige,apple ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102144-3,malus sylvestris tree ab.ige,apple tree ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102145-0,prunus armeniaca ab.ige,apricot ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102146-8,maranta arundinacea ab.ige,arrowroot ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102147-6,cynara scolymus ab.ige,artichoke ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102148-4,ascaris sp ab.ige,ascaris sp ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102149-2,fraxinus velutina ab.ige,arizona ash ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102150-0,fraxinus americana ab.ige,white ash ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102151-8,asparagus officinalis ab.ige,asparagus ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102152-6,populus tremula ab.ige,aspen ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102153-4,aspergillus fumigatus ab.ige,aspergillus fumigatus ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102154-2,aspergillus niger ab.ige,aspergillus niger ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102155-9,persea americana ab.ige,avocado ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102156-7,baccharis spp ab.ige,groundsel tree ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102157-5,phyllostachys pubescens ab.ige,bamboo shoot ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102158-3,musa spp ab.ige,banana ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102159-1,hordeum vulgare ab.ige,barley ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102160-9,hordeum vulgare pollen ab.ige,barley pollen ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102161-7,ocimum basilicum ab.ige,basil ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102162-5,micropterus salmoides ab.ige,"bass, black ige ab [presence] in serum by radioallergosorbent test (rast)"
혈액,LFT,ALLERGY,102163-3,bassia hyssopifolia ab.ige,fivehook bassia ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102164-1,myrica spp ab.ige,bayberry ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102165-8,laurus nobilis ab.ige,bayleaf ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102166-6,ricinus communis ab.ige,castor bean ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102167-4,coffee bean green ab.ige,green coffee bean ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102168-2,bean green ab.ige,green bean ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102169-0,bean kidney red ab.ige,red kidney bean ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102170-8,phaseolus limensis ab.ige,lima bean ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102171-6,bean pinto ab.ige,pinto bean ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102172-4,glycine max ab.ige,soybean ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102173-2,bean white ab.ige,white bean ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102174-0,apis mellifera ab.ige,honey bee ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102175-7,fagus grandifolia ab.ige,american beech ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102176-5,beef ab.ige,beef ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102177-3,beet ab.ige,beet ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102178-1,beta vulgaris seed ab.ige,sugar beet seed (beta vulgaris seed) ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102179-9,trogoderma angustum ab.ige,berlin beetle ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102180-7,lactalbumin beta ab.ige,lactalbumin beta ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102181-5,beta lactoglobulin ab.ige,beta lactoglobulin ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102182-3,betula verrucosa ab.ige,silver birch ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102183-1,rubus fruticosus ab.ige,blackberry ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102184-9,blomia tropicalis ab.ige,blomia tropicalis ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102185-6,chironomus thummi ab.ige,bloodworm ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102186-4,vaccinium myrtillus ab.ige,blueberry ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102187-2,botrytis cinerea ab.ige,botrytis cinerea ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102188-0,acer negundo ab.ige,boxelder ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102189-8,bertholletia excelsa ab.ige,brazil nut ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102190-6,brassica oleracea var italica ab.ige,broccoli ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102191-4,bromelin ab.ige,bromelin ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102192-2,brassica oleracea var gemmifera ab.ige,brussel sprouts ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102193-0,bovine serum albumin ab.ige,bovine serum albumin (bsa) ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102194-8,fagopyrum esculentum ab.ige,buckwheat ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102195-5,budgerigar feather ab.ige,budgerigar feather ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102196-3,bombus terrestris ab.ige,bumble bee ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102197-1,hymenoclea salsola ab.ige,burrobrush ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102198-9,iva xanthifolia ab.ige,burweed marshelder ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102199-7,brassica oleracea var capitata ab.ige,cabbage ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102200-3,theobroma cacao ab.ige,cocoa ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102201-1,canary feather ab.ige,canary feather ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102202-9,candida albicans ab.ige,candida albicans ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102203-7,averrhoa carambola ab.ige,starfruit ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102204-5,carum carvi ab.ige,caraway ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102205-2,amaranthus palmeri ab.ige,careless weed ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102206-0,ceratonia siliqua ab.ige,carob ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102207-8,daucus carota ab.ige,carrot ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102208-6,casein ab.ige,casein ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102209-4,anacardium occidentale ab.ige,cashew nut ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102210-2,cat dander ab.ige,cat dander ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102211-0,ictalurus punctatus ab.ige,catfish ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102212-8,brassica oleracea var botrytis ab.ige,cauliflower ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102213-6,cedar italian ab.ige,italian cedar ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102214-4,cryptomeria japonica ab.ige,japanese cedar ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102215-1,juniperus sabinoides ab.ige,mountain juniper ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102216-9,juniperus virginiana ab.ige,red cedar ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102218-5,apium graveolens ab.ige,celery ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102219-3,acremonium sp ab.ige,acremonium sp ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102220-1,chaetomium globosum ab.ige,chaetomium globosum ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102221-9,matricaria chamomilla ab.ige,chamomile ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102222-7,cheese american ab.ige,american cheese ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102223-5,cheese cheddar type ab.ige,cheese cheddar type ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102224-3,cheese cottage ab.ige,cottage cheese ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102225-0,cheese mozzarella ab.ige,mozzarella cheese ige ab [presence] in serum by radioallergosorbent test (rast)
혈액,LFT,ALLERGY,102226-8,cheese parmesan ab.ige,parmesan cheese ige ab [presence] in serum by radioallergosorbent test (rast)
